,world,question,wq_order,u_order,q_order,response,pol,conform,D%,R%,winner
43698,7,4,208,2522,44195,1.0,-1.0,conform,0.6836734693877551,0.2980769230769231,democrats
43745,7,4,209,2524,44242,0.0,1.0,conform,0.6868686868686869,0.2980769230769231,democrats
44057,7,4,210,2539,44557,0.0,-1.0,rebel,0.6868686868686869,0.29523809523809524,democrats
44244,7,4,211,2552,44744,0.0,2.0,conform,0.68,0.29523809523809524,democrats
44426,7,4,212,2561,44926,0.0,1.0,conform,0.68,0.29245283018867924,democrats
44723,7,4,213,2573,45223,0.0,1.0,conform,0.68,0.2897196261682243,democrats
44930,7,4,214,2587,45430,0.0,1.0,conform,0.68,0.28703703703703703,democrats
45287,7,4,215,2611,45788,0.0,1.0,conform,0.68,0.28440366972477066,democrats
45416,7,4,216,2618,45918,0.0,1.0,conform,0.68,0.2818181818181818,democrats
45637,7,4,217,2629,46139,1.0,-1.0,conform,0.68,0.27927927927927926,democrats
46015,7,4,218,2648,46517,0.0,-1.0,rebel,0.6831683168316832,0.27927927927927926,democrats
46245,7,4,219,2656,46747,0.0,1.0,conform,0.6764705882352942,0.27927927927927926,democrats
46330,7,4,220,2666,46832,0.0,2.0,conform,0.6764705882352942,0.2767857142857143,democrats
46697,7,4,221,2695,47199,0.0,2.0,conform,0.6764705882352942,0.2743362831858407,democrats
47002,7,4,222,2710,47504,1.0,-1.0,conform,0.6764705882352942,0.2719298245614035,democrats
47196,7,4,223,2718,47698,1.0,-1.0,conform,0.6796116504854369,0.2719298245614035,democrats
12,7,5,1,0,12,1.0,-2.0,equal,0.5,0.5,equal
286,7,5,2,15,286,1.0,1.0,rebel,1.0,0.5,democrats
411,7,5,3,27,411,1.0,-2.0,equal,1.0,1.0,equal
724,7,5,4,38,724,1.0,-2.0,equal,1.0,1.0,equal
802,7,5,5,43,802,1.0,-2.0,equal,1.0,1.0,equal
996,7,5,6,56,996,1.0,1.0,equal,1.0,1.0,equal
1094,7,5,7,63,1094,1.0,-1.0,equal,1.0,1.0,equal
1405,7,5,8,76,1405,1.0,-1.0,equal,1.0,1.0,equal
1575,7,5,9,88,1575,1.0,1.0,equal,1.0,1.0,equal
1690,7,5,10,92,1690,1.0,2.0,equal,1.0,1.0,equal
1920,7,5,11,100,1920,1.0,2.0,equal,1.0,1.0,equal
2047,7,5,12,112,2047,1.0,-1.0,equal,1.0,1.0,equal
2265,7,5,13,127,2265,0.0,-1.0,equal,1.0,1.0,equal
2364,7,5,14,132,2364,1.0,-2.0,rebel,0.875,1.0,republicans
2703,7,5,15,144,2718,1.0,2.0,conform,0.8888888888888888,1.0,republicans
2931,7,5,16,160,2946,1.0,-1.0,rebel,0.8888888888888888,1.0,republicans
3108,7,5,17,171,3123,0.0,-1.0,conform,0.9,1.0,republicans
3486,7,5,18,193,3501,1.0,-2.0,rebel,0.8181818181818182,1.0,republicans
3737,7,5,19,206,3752,1.0,2.0,conform,0.8333333333333334,1.0,republicans
3903,7,5,20,214,3920,1.0,2.0,conform,0.8333333333333334,1.0,republicans
4148,7,5,21,228,4165,1.0,2.0,conform,0.8333333333333334,1.0,republicans
4190,7,5,22,233,4207,1.0,-1.0,rebel,0.8333333333333334,1.0,republicans
4702,7,5,23,257,4719,1.0,1.0,conform,0.8461538461538461,1.0,republicans
4872,7,5,24,264,4889,1.0,-2.0,rebel,0.8461538461538461,1.0,republicans
5043,7,5,25,275,5060,0.0,2.0,rebel,0.8571428571428571,1.0,republicans
5242,7,5,26,283,5259,1.0,-1.0,rebel,0.8571428571428571,0.9090909090909091,republicans
5456,7,5,27,297,5473,1.0,2.0,conform,0.8666666666666667,0.9090909090909091,republicans
5632,7,5,28,303,5649,1.0,-1.0,rebel,0.8666666666666667,0.9166666666666666,republicans
6126,7,5,29,336,6143,1.0,-1.0,rebel,0.875,0.9166666666666666,republicans
6402,7,5,30,350,6419,0.0,-2.0,conform,0.8823529411764706,0.9166666666666666,republicans
6738,7,5,31,368,6756,1.0,1.0,conform,0.8333333333333334,0.9166666666666666,republicans
6882,7,5,32,375,6900,1.0,1.0,conform,0.8333333333333334,0.9230769230769231,republicans
7072,7,5,33,384,7093,1.0,1.0,conform,0.8333333333333334,0.9285714285714286,republicans
7264,7,5,34,397,7285,0.0,2.0,rebel,0.8333333333333334,0.9333333333333333,republicans
7482,7,5,35,411,7503,0.0,2.0,rebel,0.8333333333333334,0.875,republicans
7523,7,5,36,408,7544,1.0,1.0,rebel,0.8333333333333334,0.8235294117647058,democrats
7835,7,5,37,425,7857,0.0,-2.0,equal,0.8333333333333334,0.8333333333333334,equal
8090,7,5,38,447,8112,0.0,-1.0,conform,0.7894736842105263,0.8333333333333334,republicans
8108,7,5,39,433,8130,1.0,2.0,conform,0.75,0.8333333333333334,republicans
8369,7,5,40,458,8391,0.0,-1.0,conform,0.75,0.8421052631578947,republicans
8468,7,5,41,465,8490,0.0,1.0,rebel,0.7142857142857143,0.8421052631578947,republicans
9232,7,5,42,504,9260,1.0,2.0,conform,0.7142857142857143,0.8,republicans
9244,7,5,43,495,9272,1.0,1.0,conform,0.7142857142857143,0.8095238095238095,republicans
9352,7,5,44,512,9380,1.0,2.0,conform,0.7142857142857143,0.8181818181818182,republicans
9514,7,5,45,528,9542,1.0,1.0,conform,0.7142857142857143,0.8260869565217391,republicans
9655,7,5,46,535,9683,0.0,1.0,rebel,0.7142857142857143,0.8333333333333334,republicans
9918,7,5,47,548,9946,0.0,-2.0,conform,0.7142857142857143,0.8,republicans
9985,7,5,48,551,10013,0.0,1.0,rebel,0.6818181818181818,0.8,republicans
10194,7,5,49,567,10222,1.0,1.0,conform,0.6818181818181818,0.7692307692307693,republicans
10297,7,5,50,573,10325,0.0,1.0,rebel,0.6818181818181818,0.7777777777777778,republicans
10377,7,5,51,580,10405,0.0,2.0,rebel,0.6818181818181818,0.75,republicans
10806,7,5,52,606,10834,1.0,2.0,conform,0.6818181818181818,0.7241379310344828,republicans
10888,7,5,53,611,10916,0.0,1.0,rebel,0.6818181818181818,0.7333333333333333,republicans
11097,7,5,54,619,11125,1.0,1.0,conform,0.6818181818181818,0.7096774193548387,republicans
11435,7,5,55,629,11463,0.0,-1.0,conform,0.6818181818181818,0.71875,republicans
11613,7,5,56,648,11641,0.0,2.0,rebel,0.6521739130434783,0.71875,republicans
11730,7,5,57,654,11758,1.0,1.0,conform,0.6521739130434783,0.696969696969697,republicans
11897,7,5,58,661,11925,1.0,1.0,conform,0.6521739130434783,0.7058823529411765,republicans
12043,7,5,59,673,12071,1.0,-2.0,rebel,0.6521739130434783,0.7142857142857143,republicans
12288,7,5,60,687,12316,0.0,2.0,rebel,0.6666666666666666,0.7142857142857143,republicans
12537,7,5,61,696,12565,1.0,2.0,conform,0.6666666666666666,0.6944444444444444,republicans
12755,7,5,62,701,12783,1.0,2.0,conform,0.6666666666666666,0.7027027027027027,republicans
12908,7,5,63,716,12936,1.0,-2.0,rebel,0.6666666666666666,0.7105263157894737,republicans
13219,7,5,64,722,13247,1.0,2.0,conform,0.68,0.7105263157894737,republicans
13333,7,5,65,737,13361,1.0,1.0,conform,0.68,0.717948717948718,republicans
13435,7,5,66,746,13463,0.0,-2.0,conform,0.68,0.725,republicans
13648,7,5,67,757,13676,0.0,-2.0,conform,0.6538461538461539,0.725,republicans
13834,7,5,68,764,13862,0.0,-1.0,conform,0.6296296296296297,0.725,republicans
13975,7,5,69,772,14003,1.0,-2.0,rebel,0.6071428571428571,0.725,republicans
14144,7,5,70,781,14172,1.0,-1.0,rebel,0.6206896551724138,0.725,republicans
14474,7,5,71,797,14502,1.0,-2.0,rebel,0.6333333333333333,0.725,republicans
14499,7,5,72,799,14527,1.0,1.0,conform,0.6451612903225806,0.725,republicans
14793,7,5,73,816,14821,1.0,1.0,conform,0.6451612903225806,0.7317073170731707,republicans
14977,7,5,74,826,15005,0.0,1.0,rebel,0.6451612903225806,0.7380952380952381,republicans
15264,7,5,75,842,15292,1.0,2.0,conform,0.6451612903225806,0.7209302325581395,republicans
15579,7,5,76,855,15613,1.0,-1.0,rebel,0.6451612903225806,0.7272727272727273,republicans
15763,7,5,77,864,15797,1.0,1.0,conform,0.65625,0.7272727272727273,republicans
15831,7,5,78,870,15865,1.0,-2.0,rebel,0.65625,0.7333333333333333,republicans
16038,7,5,79,880,16072,1.0,1.0,conform,0.6666666666666666,0.7333333333333333,republicans
16328,7,5,80,895,16362,1.0,-1.0,rebel,0.6666666666666666,0.7391304347826086,republicans
16482,7,5,81,902,16516,1.0,2.0,conform,0.6764705882352942,0.7391304347826086,republicans
16698,7,5,82,915,16732,0.0,-2.0,conform,0.6764705882352942,0.7446808510638298,republicans
17116,7,5,83,932,17207,1.0,1.0,conform,0.6571428571428571,0.7446808510638298,republicans
17148,7,5,84,935,17239,0.0,1.0,rebel,0.6571428571428571,0.75,republicans
17510,7,5,85,955,17601,0.0,-2.0,conform,0.6571428571428571,0.7346938775510204,republicans
17750,7,5,86,966,17841,1.0,1.0,conform,0.6388888888888888,0.7346938775510204,republicans
17943,7,5,87,974,18034,1.0,-2.0,rebel,0.6388888888888888,0.74,republicans
18090,7,5,88,987,18181,1.0,1.0,conform,0.6486486486486487,0.74,republicans
18236,7,5,89,995,18327,1.0,-2.0,rebel,0.6486486486486487,0.7450980392156863,republicans
18604,7,5,90,1012,18695,1.0,-1.0,rebel,0.6578947368421053,0.7450980392156863,republicans
18740,7,5,91,1022,18832,1.0,-2.0,rebel,0.6666666666666666,0.7450980392156863,republicans
18810,7,5,92,1026,18905,1.0,1.0,conform,0.675,0.7450980392156863,republicans
18962,7,5,93,1037,19057,1.0,2.0,conform,0.675,0.75,republicans
19283,7,5,94,1053,19379,1.0,-1.0,rebel,0.675,0.7547169811320755,republicans
19488,7,5,95,1061,19584,0.0,2.0,rebel,0.6829268292682927,0.7547169811320755,republicans
19653,7,5,96,1070,19749,1.0,1.0,conform,0.6829268292682927,0.7407407407407407,republicans
19723,7,5,97,1074,19819,1.0,1.0,conform,0.6829268292682927,0.7454545454545455,republicans
20147,7,5,98,1092,20243,1.0,2.0,conform,0.6829268292682927,0.75,republicans
20158,7,5,99,1096,20254,1.0,1.0,conform,0.6829268292682927,0.7543859649122807,republicans
20522,7,5,100,1111,20618,1.0,-2.0,rebel,0.6829268292682927,0.7586206896551724,republicans
20801,7,5,101,1123,20897,0.0,1.0,rebel,0.6904761904761905,0.7586206896551724,republicans
20883,7,5,102,1128,20979,1.0,1.0,conform,0.6904761904761905,0.7457627118644068,republicans
20978,7,5,103,1136,21074,0.0,-2.0,conform,0.6904761904761905,0.75,republicans
21230,7,5,104,1149,21326,1.0,1.0,conform,0.6744186046511628,0.75,republicans
21473,7,5,105,1161,21569,0.0,-2.0,conform,0.6744186046511628,0.7540983606557377,republicans
21615,7,5,106,1166,21711,1.0,1.0,conform,0.6590909090909091,0.7540983606557377,republicans
21763,7,5,107,1175,21859,1.0,-2.0,rebel,0.6590909090909091,0.7580645161290323,republicans
21994,7,5,108,1189,22090,1.0,-1.0,rebel,0.6666666666666666,0.7580645161290323,republicans
22246,7,5,109,1196,22411,0.0,-1.0,conform,0.6739130434782609,0.7580645161290323,republicans
22516,7,5,110,1212,22681,1.0,-1.0,rebel,0.6595744680851063,0.7580645161290323,republicans
22563,7,5,111,1214,22728,1.0,-1.0,rebel,0.6666666666666666,0.7580645161290323,republicans
22712,7,5,112,1224,22877,0.0,-1.0,conform,0.673469387755102,0.7580645161290323,republicans
23203,7,5,113,1255,23368,1.0,-2.0,rebel,0.66,0.7580645161290323,republicans
23350,7,5,114,1253,23516,0.0,-2.0,conform,0.6666666666666666,0.7580645161290323,republicans
23877,7,5,115,1282,24043,0.0,-1.0,conform,0.6538461538461539,0.7580645161290323,republicans
24025,7,5,116,1272,24191,1.0,2.0,conform,0.6415094339622641,0.7580645161290323,republicans
24179,7,5,117,1285,24345,1.0,2.0,conform,0.6415094339622641,0.7619047619047619,republicans
24201,7,5,118,1295,24367,1.0,1.0,conform,0.6415094339622641,0.765625,republicans
24375,7,5,119,1305,24541,0.0,-1.0,conform,0.6415094339622641,0.7692307692307693,republicans
25043,7,5,120,1343,25209,1.0,-2.0,rebel,0.6296296296296297,0.7692307692307693,republicans
25141,7,5,121,1341,25307,0.0,-1.0,conform,0.6363636363636364,0.7692307692307693,republicans
25340,7,5,122,1348,25506,1.0,-2.0,rebel,0.625,0.7692307692307693,republicans
25463,7,5,123,1362,25629,1.0,-2.0,rebel,0.631578947368421,0.7692307692307693,republicans
25622,7,5,124,1366,25788,1.0,-2.0,rebel,0.6379310344827587,0.7692307692307693,republicans
25737,7,5,125,1379,25903,0.0,-1.0,conform,0.6440677966101694,0.7692307692307693,republicans
26039,7,5,126,1403,26205,1.0,-1.0,rebel,0.6333333333333333,0.7692307692307693,republicans
26046,7,5,127,1386,26212,0.0,-1.0,conform,0.639344262295082,0.7692307692307693,republicans
26504,7,5,128,1418,26672,1.0,2.0,conform,0.6290322580645161,0.7692307692307693,republicans
26672,7,5,129,1428,26840,1.0,-2.0,rebel,0.6290322580645161,0.7727272727272727,republicans
27150,7,5,130,1443,27323,0.0,-1.0,conform,0.6349206349206349,0.7727272727272727,republicans
27533,7,5,131,1464,27716,1.0,1.0,conform,0.625,0.7727272727272727,republicans
27878,7,5,132,1496,28065,1.0,-2.0,rebel,0.625,0.7761194029850746,republicans
28003,7,5,133,1483,28190,0.0,2.0,rebel,0.6307692307692307,0.7761194029850746,republicans
28041,7,5,134,1490,28228,0.0,-1.0,conform,0.6307692307692307,0.7647058823529411,republicans
28638,7,5,135,1520,28827,1.0,1.0,conform,0.6212121212121212,0.7647058823529411,republicans
28720,7,5,136,1504,28909,1.0,1.0,conform,0.6212121212121212,0.7681159420289855,republicans
29146,7,5,137,1551,29337,0.0,-2.0,conform,0.6212121212121212,0.7714285714285715,republicans
29340,7,5,138,1567,29533,1.0,-1.0,rebel,0.6119402985074627,0.7714285714285715,republicans
29384,7,5,139,1525,29577,0.0,1.0,rebel,0.6176470588235294,0.7714285714285715,republicans
29685,7,5,140,1580,29879,1.0,2.0,conform,0.6176470588235294,0.7605633802816901,republicans
29882,7,5,141,1607,30078,1.0,-2.0,rebel,0.6176470588235294,0.7638888888888888,republicans
30323,7,5,142,1614,30524,0.0,1.0,rebel,0.6231884057971014,0.7638888888888888,republicans
30653,7,5,143,1636,30856,0.0,-2.0,conform,0.6231884057971014,0.7534246575342466,republicans
30853,7,5,144,1651,31056,0.0,1.0,rebel,0.6142857142857143,0.7534246575342466,republicans
30919,7,5,145,1597,31123,1.0,2.0,conform,0.6142857142857143,0.7432432432432432,republicans
30977,7,5,146,1657,31189,1.0,-1.0,rebel,0.6142857142857143,0.7466666666666667,republicans
31295,7,5,147,1626,31512,1.0,2.0,conform,0.6197183098591549,0.7466666666666667,republicans
31445,7,5,148,1677,31673,0.0,-1.0,conform,0.6197183098591549,0.75,republicans
31476,7,5,149,1678,31706,1.0,-2.0,rebel,0.6111111111111112,0.75,republicans
31652,7,5,150,1686,31896,1.0,-2.0,rebel,0.6164383561643836,0.75,republicans
31927,7,5,151,1700,32200,1.0,1.0,conform,0.6216216216216216,0.75,republicans
31993,7,5,152,1707,32266,1.0,-1.0,rebel,0.6216216216216216,0.7532467532467533,republicans
32157,7,5,153,1714,32461,1.0,1.0,conform,0.6266666666666667,0.7532467532467533,republicans
32487,7,5,154,1733,32811,1.0,1.0,conform,0.6266666666666667,0.7564102564102564,republicans
32678,7,5,155,1741,33002,1.0,-2.0,rebel,0.6266666666666667,0.759493670886076,republicans
32820,7,5,156,1748,33166,1.0,-1.0,rebel,0.631578947368421,0.759493670886076,republicans
32925,7,5,157,1757,33278,1.0,-1.0,rebel,0.6363636363636364,0.759493670886076,republicans
34079,7,5,164,1909,34442,0.0,-2.0,conform,0.6410256410256411,0.759493670886076,republicans
34241,7,5,165,1918,34605,0.0,-2.0,conform,0.6329113924050633,0.759493670886076,republicans
34571,7,5,166,1933,34935,0.0,-2.0,conform,0.625,0.759493670886076,republicans
34952,7,5,167,1961,35316,1.0,-2.0,rebel,0.6172839506172839,0.759493670886076,republicans
35109,7,5,168,1973,35473,1.0,-2.0,rebel,0.6219512195121951,0.759493670886076,republicans
35212,7,5,169,1979,35576,1.0,-1.0,rebel,0.6265060240963856,0.759493670886076,republicans
35433,7,5,170,1994,35797,1.0,2.0,conform,0.6309523809523809,0.759493670886076,republicans
35554,7,5,171,1997,35918,1.0,1.0,conform,0.6309523809523809,0.7625,republicans
35756,7,5,172,2013,36122,1.0,2.0,conform,0.6309523809523809,0.7654320987654321,republicans
36070,7,5,173,2037,36438,0.0,-2.0,conform,0.6309523809523809,0.7682926829268293,republicans
36236,7,5,174,2056,36605,1.0,-1.0,rebel,0.6235294117647059,0.7682926829268293,republicans
36600,7,5,176,2082,36972,0.0,-1.0,conform,0.627906976744186,0.7682926829268293,republicans
36676,7,5,177,2090,37048,0.0,1.0,rebel,0.6206896551724138,0.7682926829268293,republicans
36793,7,5,178,2100,37165,1.0,-1.0,rebel,0.6206896551724138,0.7590361445783133,republicans
37006,7,5,179,2109,37379,0.0,-2.0,conform,0.625,0.7590361445783133,republicans
37271,7,5,181,2134,37661,0.0,-1.0,conform,0.6179775280898876,0.7590361445783133,republicans
37803,7,5,182,2166,38195,1.0,2.0,conform,0.6111111111111112,0.7590361445783133,republicans
37886,7,5,183,2174,38278,1.0,-1.0,rebel,0.6111111111111112,0.7619047619047619,republicans
38362,7,5,184,2199,38757,1.0,1.0,conform,0.6153846153846154,0.7619047619047619,republicans
38737,7,5,186,2238,39133,0.0,-2.0,conform,0.6153846153846154,0.7647058823529411,republicans
38919,7,5,187,2251,39343,1.0,1.0,conform,0.6086956521739131,0.7647058823529411,republicans
38990,7,5,188,2256,39414,0.0,2.0,rebel,0.6086956521739131,0.7674418604651163,republicans
39330,7,5,189,2271,39757,1.0,-2.0,rebel,0.6086956521739131,0.7586206896551724,republicans
39461,7,5,190,2280,39888,1.0,1.0,conform,0.6129032258064516,0.7586206896551724,republicans
39686,7,5,191,2284,40113,1.0,1.0,conform,0.6129032258064516,0.7613636363636364,republicans
39936,7,5,192,2300,40363,1.0,2.0,conform,0.6129032258064516,0.7640449438202247,republicans
40105,7,5,193,2306,40532,1.0,1.0,conform,0.6129032258064516,0.7666666666666667,republicans
40309,7,5,194,2315,40736,1.0,2.0,conform,0.6129032258064516,0.7692307692307693,republicans
40468,7,5,195,2327,40895,0.0,2.0,rebel,0.6129032258064516,0.7717391304347826,republicans
40535,7,5,196,2334,40962,1.0,1.0,conform,0.6129032258064516,0.7634408602150538,republicans
40808,7,5,197,2344,41235,1.0,1.0,conform,0.6129032258064516,0.7659574468085106,republicans
41063,7,5,198,2356,41490,1.0,1.0,conform,0.6129032258064516,0.7684210526315789,republicans
41220,7,5,199,2365,41647,1.0,-1.0,rebel,0.6129032258064516,0.7708333333333334,republicans
41490,7,5,200,2383,41947,1.0,2.0,conform,0.6170212765957447,0.7708333333333334,republicans
41817,7,5,201,2402,42295,1.0,2.0,conform,0.6170212765957447,0.7731958762886598,republicans
41892,7,5,202,2406,42370,0.0,-2.0,conform,0.6170212765957447,0.7755102040816326,republicans
42139,7,5,203,2418,42617,1.0,1.0,conform,0.6105263157894737,0.7755102040816326,republicans
42231,7,5,204,2427,42721,1.0,-2.0,rebel,0.6105263157894737,0.7777777777777778,republicans
42424,7,5,205,2435,42914,1.0,-1.0,rebel,0.6145833333333334,0.7777777777777778,republicans
42674,7,5,206,2448,43164,1.0,2.0,conform,0.6185567010309279,0.7777777777777778,republicans
42951,7,5,207,2475,43448,1.0,-1.0,rebel,0.6185567010309279,0.78,republicans
43130,7,5,208,2492,43627,1.0,2.0,conform,0.6224489795918368,0.78,republicans
43267,7,5,209,2501,43764,1.0,1.0,conform,0.6224489795918368,0.7821782178217822,republicans
43330,7,5,210,2504,43827,1.0,1.0,conform,0.6224489795918368,0.7843137254901961,republicans
43692,7,5,211,2522,44189,1.0,-1.0,rebel,0.6224489795918368,0.7864077669902912,republicans
43735,7,5,212,2524,44232,0.0,1.0,rebel,0.6262626262626263,0.7864077669902912,republicans
44060,7,5,213,2539,44560,1.0,-1.0,rebel,0.6262626262626263,0.7788461538461539,republicans
44241,7,5,214,2552,44741,1.0,2.0,conform,0.63,0.7788461538461539,republicans
44420,7,5,215,2561,44920,1.0,1.0,conform,0.63,0.780952380952381,republicans
44688,7,5,216,2573,45188,1.0,1.0,conform,0.63,0.7830188679245284,republicans
44877,7,5,217,2587,45377,1.0,1.0,conform,0.63,0.7850467289719626,republicans
45292,7,5,218,2611,45793,1.0,1.0,conform,0.63,0.7870370370370371,republicans
45401,7,5,219,2618,45903,1.0,1.0,conform,0.63,0.7889908256880734,republicans
45661,7,5,220,2629,46163,1.0,-1.0,rebel,0.63,0.7909090909090909,republicans
46012,7,5,221,2648,46514,1.0,-1.0,rebel,0.6336633663366337,0.7909090909090909,republicans
46199,7,5,222,2656,46701,1.0,1.0,conform,0.6372549019607843,0.7909090909090909,republicans
46315,7,5,223,2666,46817,1.0,2.0,conform,0.6372549019607843,0.7927927927927928,republicans
46713,7,5,224,2695,47215,0.0,2.0,rebel,0.6372549019607843,0.7946428571428571,republicans
47005,7,5,225,2710,47507,1.0,-1.0,rebel,0.6372549019607843,0.7876106194690266,republicans
47170,7,5,226,2718,47672,1.0,-1.0,rebel,0.6407766990291263,0.7876106194690266,republicans
3,7,6,1,0,3,1.0,-2.0,equal,0.5,0.5,equal
272,7,6,2,15,272,1.0,1.0,rebel,1.0,0.5,democrats
430,7,6,3,27,430,1.0,-2.0,equal,1.0,1.0,equal
728,7,6,4,38,728,0.0,-2.0,equal,1.0,1.0,equal
773,7,6,5,43,773,1.0,-2.0,rebel,0.6666666666666666,1.0,republicans
976,7,6,6,56,976,1.0,1.0,conform,0.75,1.0,republicans
1099,7,6,7,63,1099,1.0,-1.0,rebel,0.75,1.0,republicans
1356,7,6,8,76,1356,0.0,-1.0,conform,0.8,1.0,republicans
1573,7,6,9,88,1573,1.0,1.0,conform,0.6666666666666666,1.0,republicans
1607,7,6,10,92,1607,1.0,2.0,conform,0.6666666666666666,1.0,republicans
1956,7,6,11,100,1956,1.0,2.0,conform,0.6666666666666666,1.0,republicans
2020,7,6,12,112,2020,0.0,-1.0,conform,0.6666666666666666,1.0,republicans
2281,7,6,13,127,2281,1.0,-1.0,rebel,0.5714285714285714,1.0,republicans
2371,7,6,14,132,2371,1.0,-2.0,rebel,0.625,1.0,republicans
2624,7,6,15,144,2628,1.0,2.0,conform,0.6666666666666666,1.0,republicans
2940,7,6,16,160,2955,1.0,-1.0,rebel,0.6666666666666666,1.0,republicans
3111,7,6,17,171,3126,0.0,-1.0,conform,0.7,1.0,republicans
3476,7,6,18,193,3491,1.0,-2.0,rebel,0.6363636363636364,1.0,republicans
3738,7,6,19,206,3753,1.0,2.0,conform,0.6666666666666666,1.0,republicans
3899,7,6,20,214,3916,1.0,2.0,conform,0.6666666666666666,1.0,republicans
4159,7,6,21,228,4176,0.0,2.0,rebel,0.6666666666666666,1.0,republicans
4215,7,6,22,233,4232,1.0,-1.0,rebel,0.6666666666666666,0.8888888888888888,republicans
4650,7,6,23,257,4667,1.0,1.0,conform,0.6923076923076923,0.8888888888888888,republicans
4883,7,6,24,264,4900,1.0,-2.0,rebel,0.6923076923076923,0.9,republicans
5087,7,6,25,275,5104,0.0,2.0,rebel,0.7142857142857143,0.9,republicans
5217,7,6,26,283,5234,1.0,-1.0,rebel,0.7142857142857143,0.8181818181818182,republicans
5463,7,6,27,297,5480,1.0,2.0,conform,0.7333333333333333,0.8181818181818182,republicans
5574,7,6,28,303,5591,1.0,-1.0,rebel,0.7333333333333333,0.8333333333333334,republicans
6186,7,6,29,336,6203,1.0,-1.0,rebel,0.75,0.8333333333333334,republicans
6379,7,6,30,350,6396,1.0,-2.0,rebel,0.7647058823529411,0.8333333333333334,republicans
6752,7,6,31,368,6770,1.0,1.0,conform,0.7777777777777778,0.8333333333333334,republicans
6856,7,6,32,375,6874,1.0,1.0,conform,0.7777777777777778,0.8461538461538461,republicans
7093,7,6,33,384,7114,0.0,1.0,rebel,0.7777777777777778,0.8571428571428571,republicans
7248,7,6,34,397,7269,1.0,2.0,conform,0.7777777777777778,0.8,republicans
7572,7,6,35,411,7593,1.0,2.0,conform,0.7777777777777778,0.8125,republicans
7635,7,6,36,408,7656,0.0,1.0,rebel,0.7777777777777778,0.8235294117647058,republicans
7819,7,6,37,425,7841,1.0,-2.0,equal,0.7777777777777778,0.7777777777777778,equal
7961,7,6,38,433,7983,0.0,2.0,conform,0.7894736842105263,0.7777777777777778,democrats
8063,7,6,39,447,8085,1.0,-1.0,conform,0.7894736842105263,0.7368421052631579,democrats
8356,7,6,40,458,8378,1.0,-1.0,conform,0.8,0.7368421052631579,democrats
8545,7,6,41,465,8567,0.0,1.0,conform,0.8095238095238095,0.7368421052631579,democrats
9181,7,6,42,504,9209,1.0,2.0,rebel,0.8095238095238095,0.7,democrats
9265,7,6,43,495,9293,0.0,1.0,conform,0.8095238095238095,0.7142857142857143,democrats
9346,7,6,44,512,9374,1.0,2.0,rebel,0.8095238095238095,0.6818181818181818,democrats
9549,7,6,45,528,9577,1.0,1.0,rebel,0.8095238095238095,0.6956521739130435,democrats
9677,7,6,46,535,9705,0.0,1.0,conform,0.8095238095238095,0.7083333333333334,democrats
9914,7,6,47,548,9942,1.0,-2.0,conform,0.8095238095238095,0.68,democrats
9983,7,6,48,551,10011,1.0,1.0,rebel,0.8181818181818182,0.68,democrats
10199,7,6,49,567,10227,1.0,1.0,rebel,0.8181818181818182,0.6923076923076923,democrats
10323,7,6,50,573,10351,0.0,1.0,conform,0.8181818181818182,0.7037037037037037,democrats
10380,7,6,51,580,10408,1.0,2.0,rebel,0.8181818181818182,0.6785714285714286,democrats
10848,7,6,52,606,10876,0.0,2.0,conform,0.8181818181818182,0.6896551724137931,democrats
10849,7,6,53,611,10877,1.0,1.0,rebel,0.8181818181818182,0.6666666666666666,democrats
11048,7,6,54,619,11076,1.0,1.0,rebel,0.8181818181818182,0.6774193548387096,democrats
11418,7,6,55,629,11446,1.0,-1.0,conform,0.8181818181818182,0.6875,democrats
11662,7,6,56,648,11690,1.0,2.0,rebel,0.8260869565217391,0.6875,democrats
11815,7,6,57,654,11843,0.0,1.0,conform,0.8260869565217391,0.696969696969697,democrats
12002,7,6,58,661,12030,1.0,1.0,rebel,0.8260869565217391,0.6764705882352942,democrats
12078,7,6,59,673,12106,1.0,-2.0,conform,0.8260869565217391,0.6857142857142857,democrats
12389,7,6,60,687,12417,1.0,2.0,rebel,0.8333333333333334,0.6857142857142857,democrats
12517,7,6,61,696,12545,0.0,2.0,conform,0.8333333333333334,0.6944444444444444,democrats
12763,7,6,62,701,12791,0.0,2.0,conform,0.8333333333333334,0.6756756756756757,democrats
12918,7,6,63,716,12946,1.0,-2.0,conform,0.8333333333333334,0.6578947368421053,democrats
13170,7,6,64,722,13198,0.0,2.0,conform,0.84,0.6578947368421053,democrats
13394,7,6,65,737,13422,0.0,1.0,conform,0.84,0.6410256410256411,democrats
13523,7,6,66,746,13551,0.0,-2.0,rebel,0.84,0.625,democrats
13672,7,6,67,757,13700,1.0,-2.0,conform,0.8076923076923077,0.625,democrats
13806,7,6,68,764,13834,1.0,-1.0,conform,0.8148148148148148,0.625,democrats
13961,7,6,69,772,13989,1.0,-2.0,conform,0.8214285714285714,0.625,democrats
14136,7,6,70,781,14164,1.0,-1.0,conform,0.8275862068965517,0.625,democrats
14482,7,6,71,799,14510,0.0,1.0,conform,0.8333333333333334,0.625,democrats
14500,7,6,72,797,14528,1.0,-2.0,conform,0.8333333333333334,0.6097560975609756,democrats
